Data,dji_r,dji_p
2003-03-06,-0.0131539367832905,7673.99
2003-03-07,0.00856887484058608,7740.03
2003-03-10,-0.0224529477412028,7568.18
2003-03-11,-0.00584672993326696,7524.06
2003-03-12,0.00371581197939184,7552.07
2003-03-13,0.0350866168192563,7821.75
2003-03-14,0.00484139539885788,7859.71
2003-03-17,0.035276314350686,8141.92
2003-03-18,0.00640422361291825,8194.23
2003-03-19,0.00865392820205569,8265.45
2003-03-20,0.00255557607798819,8286.6
2003-03-24,-0.00871695473377265,8214.68
2003-03-25,0.00794794819312243,8280.23
2003-03-26,-0.00609931200841737,8229.88
2003-03-27,-0.00346046587468532,8201.45
2003-03-28,-0.0068121937948594,8145.77
2003-04-02,0.0169551187447354,8285.06
2003-04-04,-0.000955186608720823,8277.15
2003-04-07,0.00280620492568977,8300.41
2003-04-08,-0.000179525318672745,8298.92
2003-04-09,-0.0122424826571154,8197.94
2003-04-10,0.00284909326931479,8221.33
2003-04-14,0.0156612702467964,8351.1
2003-04-15,0.00611935205727499,8402.36
2003-04-16,-0.0173774193532794,8257.61
2003-04-22,0.0271635207179006,8484.99
2003-04-23,0.00360810125175689,8515.66
2003-04-24,-0.0089197734537408,8440.04
2003-04-28,0.00373352531204626,8471.61
2003-04-30,0.00100048970986496,8480.09
2003-05-06,0.0126867351396044,8588.36
2003-05-07,-0.00323401251836134,8560.63
2003-05-09,0.0051231584048024,8604.6
2003-05-12,0.0140937852546584,8726.73
2003-05-13,-0.0054556098266109,8679.25
2003-05-14,-0.00362785334989509,8647.82
2003-05-16,0.00359559197747036,8678.97
2003-05-20,-0.021853682085244,8491.36
2003-05-22,0.0120174366036588,8594.02
2003-05-23,0.000856042947469132,8601.38
2003-05-27,0.0207074988669421,8781.35
2003-06-02,0.0131750246732763,8897.81
2003-06-05,0.0159977903320173,9041.3
2003-06-06,0.00237405029397688,9062.79
2003-06-10,-0.000872076391753789,9054.89
2003-06-11,0.0140729623797881,9183.22
2003-06-12,0.00145050806807302,9196.55
2003-06-13,-0.00867444898435111,9117.12
2003-06-18,0.0191935464309461,9293.8
2003-06-25,-0.0308426426468154,9011.53
2003-06-26,0.00746359162678448,9079.04
2003-06-27,-0.00996129022169502,8989.05
2003-06-30,-0.000401680386874714,8985.44
2003-07-02,0.0173655697596949,9142.84
2003-07-08,0.00873906311653288,9223.09
2003-07-10,-0.0204890970856801,9036.04
2003-07-11,0.00920382160187815,9119.59
2003-07-14,0.00629185197881621,9177.15
2003-07-15,-0.00526382556729715,9128.97
2003-07-16,-0.00377314210701451,9094.59
2003-07-22,0.00699721915410398,9158.45
2003-07-23,0.00390025063025011,9194.24
2003-07-24,-0.00892900629632595,9112.51
2003-07-25,0.0187056877496935,9284.57
2003-07-28,-0.00194705706681241,9266.51
2003-07-29,-0.00671867621618107,9204.46
2003-07-30,-0.000479230371729641,9200.05
2003-07-31,0.00366174594141417,9233.8
2003-08-01,-0.00868299979401353,9153.97
2003-08-05,-0.0129356530915805,9036.32
2003-08-06,0.00280914271655261,9061.74
2003-08-07,0.00711563635901596,9126.45
2003-08-08,0.00705774556181573,9191.09
2003-08-11,0.00285304108470763,9217.35
2003-08-13,0.00588564371860818,9271.76
2003-08-14,0.00417601853659897,9310.56
2003-08-19,0.0126302009928121,9428.9
2003-08-21,-0.000553770373433976,9423.68
2003-08-22,-0.00797019009333824,9348.87
2003-08-27,-0.00161433150043478,9333.79
2003-08-28,0.00432115275761336,9374.21
2003-08-29,0.00442895173846114,9415.82
2003-09-04,0.0181106334363179,9587.9
2003-09-05,-0.00885857104948416,9503.34
2003-09-08,0.0086906369668677,9586.29
2003-09-11,-0.01328693996823,9459.76
2003-09-17,0.00903854057688944,9545.65
2003-09-22,-0.00107331573644712,9535.41
2003-09-24,-0.0115923943276068,9425.51
2003-09-25,-0.00868969802115015,9343.96
2003-09-29,0.00387520378996215,9380.24
2003-09-30,-0.0112762715694823,9275.06
2003-10-02,0.0226776852999184,9487.8
2003-10-07,0.0174287587109897,9654.61
2003-10-08,-0.00245884209914073,9630.9
2003-10-09,0.00508625495876559,9680.01
2003-10-10,-0.00055077091234602,9674.68
2003-10-14,0.0141938356761146,9812.98
2003-10-15,-0.00101243736354526,9803.05
2003-10-16,-0.00115643115613657,9791.72
2003-10-17,-0.00716737269364588,9721.79
2003-10-20,0.0057590700172062,9777.94
2003-10-22,-0.0185490795806031,9598.24
2003-10-27,0.00103298909552104,9608.16
2003-10-28,0.0144811992240956,9748.31
2003-10-29,0.0026860862215645,9774.53
2003-11-04,0.00655677868165374,9838.83
2003-11-05,-0.00183116137611005,9820.83
2003-11-07,-0.00112477355925646,9809.79
2003-11-10,-0.00544406219896536,9756.53
2003-11-12,0.00941586198165084,9848.83
2003-11-13,-0.0011063268490202,9837.94
2003-11-14,-0.00706499009897897,9768.68
2003-11-17,-0.00593959191713594,9710.83
2003-11-18,-0.00896515389977707,9624.16
2003-11-19,0.00686529275807088,9690.46
2003-11-21,-0.00641133021309165,9628.53
2003-11-26,0.0155649496169047,9779.57
2003-12-01,0.0121432771401948,9899.05
2003-12-02,-0.00459786287321398,9853.64
2003-12-05,0.000917006889062517,9862.68
2003-12-09,0.00613968298987524,9923.42
2003-12-10,-0.000157216225038155,9921.86
2003-12-15,0.0101220940172326,10022.8
2003-12-16,0.0105993330696391,10129.6
2003-12-17,0.00154871325018165,10145.3
2003-12-18,0.0100817784904788,10248.1
2003-12-19,0.00293282487105127,10278.2
2003-12-22,0.0058012793544107,10338
2003-12-29,0.0107755516369724,10450
2003-12-30,-0.00239521072595482,10425
2004-01-05,0.0113596940970806,10544.1
2004-01-07,-0.00143310690732354,10529
2004-01-08,0.00600340795742815,10592.4
